WELL,X,Y,MD,GR,RT,CN,DEN,DEPOSITIONAL_ENVIRONMENT,LITH_NAME,LITH_CODE
Well-11,0.7564,1.9833,1217.4,80.9926,3.8999,0.31534,2.2362,Transitional,Clay sandstone,500
Well-11,0.7564,1.9833,1217.5,86.459,3.6531,0.33354,2.2161,Transitional,Clay,100
Well-11,0.7564,1.9833,1217.6,92.1212,3.4807,0.36851,2.1725,Transitional,Clay,100
Well-11,0.7564,1.9833,1217.7,97.5142,3.3272,0.40048,2.1262,Transitional,Clay,100
Well-11,0.7564,1.9833,1217.8,101.7461,3.1555,0.41777,2.0971,Transitional,Clay,100
Well-11,0.7564,1.9833,1217.9,104.2792,2.9856,0.41634,2.0925,Transitional,Clay,100
Well-11,0.7564,1.9833,1218.0,105.043,2.8165,0.41547,2.1095,Transitional,Clay,100
Well-11,0.7564,1.9833,1218.1,104.5298,2.6533,0.4134,2.1378,Transitional,Clay,100
Well-11,0.7564,1.9833,1218.2,103.6767,2.5382,0.41122,2.1724,Transitional,Clay,100
Well-11,0.7564,1.9833,1218.3,102.8556,2.4909,0.40728,2.2048,Transitional,Clay,100
Well-11,0.7564,1.9833,1218.4,102.4913,2.4986,0.40177,2.2178,Transitional,Clay,100
Well-11,0.7564,1.9833,1218.5,102.7457,2.553,0.39177,2.2123,Transitional,Clay,100
Well-11,0.7564,1.9833,1218.6,103.1329,2.6527,0.3845,2.1939,Transitional,Clay,100
Well-11,0.7564,1.9833,1218.7,103.1163,2.7659,0.38614,2.1716,Transitional,Clay,100
Well-11,0.7564,1.9833,1218.8,102.4938,2.8622,0.38918,2.1603,Transitional,Marl,300
Well-11,0.7564,1.9833,1218.9,101.4872,2.9204,0.38478,2.1871,Transitional,Marl,300
Well-11,0.7564,1.9833,1219.0,100.0727,2.9362,0.36532,2.2362,Transitional,Marl,300
Well-11,0.7564,1.9833,1219.1,98.3141,2.9422,0.34332,2.2827,Transitional,Marl,300
Well-11,0.7564,1.9833,1219.2,96.4871,2.9619,0.3295,2.2967,Transitional,Marl,300
Well-11,0.7564,1.9833,1219.3,94.6356,2.9968,0.32594,2.2767,Transitional,Marl,300
Well-11,0.7564,1.9833,1219.4,93.0334,3.0357,0.33354,2.2548,Transitional,Marl,300
Well-11,0.7564,1.9833,1219.5,91.7836,3.0811,0.35041,2.2471,Transitional,Marl,300
Well-11,0.7564,1.9833,1219.6,91.0131,3.1375,0.36732,2.2554,Transitional,Marl,300
Well-11,0.7564,1.9833,1219.7,90.9142,3.1862,0.3703,2.2585,Transitional,Marl,300
Well-11,0.7564,1.9833,1219.8,91.4011,3.1794,0.36155,2.2419,Transitional,Marl,300
Well-11,0.7564,1.9833,1219.9,92.1836,3.1057,0.34973000000000004,2.2357,Transitional,Marl,300
Well-11,0.7564,1.9833,1220.0,93.3259,3.0038,0.34623000000000004,2.2453,Transitional,Marl,300
Well-11,0.7564,1.9833,1220.1,94.7859,2.8973,0.35051,2.2633,Transitional,Marl,300
Well-11,0.7564,1.9833,1220.2,96.3936,2.7948,0.36694,2.2684,Transitional,Marl,300
Well-11,0.7564,1.9833,1220.3,97.7776,2.6938,0.38701,2.2668,Transitional,Marl,300
Well-11,0.7564,1.9833,1220.4,98.8286,2.5852,0.39999,2.265,Transitional,Marl,300
Well-11,0.7564,1.9833,1220.5,99.4237,2.4674,0.40803,2.2591,Transitional,Marl,300
Well-11,0.7564,1.9833,1220.6,99.8414,2.39,0.41765,2.2477,Transitional,Marl,300
Well-11,0.7564,1.9833,1220.7,100.2387,2.3853,0.42177,2.2343,Transitional,Marl,300
Well-11,0.7564,1.9833,1220.8,101.0401,2.4385,0.41688,2.2302,Transitional,Marl,300
Well-11,0.7564,1.9833,1220.9,102.3002,2.5292,0.41033,2.2109,Transitional,Marl,300
Well-11,0.7564,1.9833,1221.0,103.978,2.6493,0.4215600000000001,2.1717,Transitional,Marl,300
Well-11,0.7564,1.9833,1221.1,105.6391,2.7547,0.44554,2.103,Transitional,Marl,300
Well-11,0.7564,1.9833,1221.2,106.715,2.8518,0.46808,2.0165,Transitional,Marl,300
Well-11,0.7564,1.9833,1221.3,106.514,2.9783,0.48364,1.9514,Transitional,Marl,300
Well-11,0.7564,1.9833,1221.4,104.4871,3.0828,0.4928300000000001,1.8781,Transitional,Coal,1000
Well-11,0.7564,1.9833,1221.5,100.6007,3.049,0.5179,1.7842,Transitional,Coal,1000
Well-11,0.7564,1.9833,1221.6,95.5332,2.9349,0.5576300000000001,1.6515,Transitional,Coal,1000
Well-11,0.7564,1.9833,1221.7,90.5664,2.8605,0.585,1.528,Transitional,Coal,1000
Well-11,0.7564,1.9833,1221.8,87.3439,2.8382,0.5903,1.4435,Transitional,Coal,1000
Well-11,0.7564,1.9833,1221.9,87.156,2.8882,0.57088,1.455,Transitional,Coal,1000
Well-11,0.7564,1.9833,1222.0,90.7024,2.9554,0.5488,1.5508,Transitional,Coal,1000
Well-11,0.7564,1.9833,1222.1,97.0972,2.9997,0.51451,1.6914,Transitional,Coal,1000
Well-11,0.7564,1.9833,1222.2,104.5591,3.0619,0.48864,1.8081,Transitional,Coal,1000
Well-11,0.7564,1.9833,1222.3,111.1028,3.1041,0.47227,1.8731,Transitional,Coal,1000
Well-11,0.7564,1.9833,1222.4,115.0655,3.0482,0.46876,1.9524,Transitional,Coal,1000
Well-11,0.7564,1.9833,1222.5,115.7864,2.9265,0.45413,2.0413,Transitional,Coal,1000
Well-11,0.7564,1.9833,1222.6,113.7081,2.8388,0.43346,2.1188,Transitional,Clay,100
Well-11,0.7564,1.9833,1222.7,110.0469,2.7646,0.41825,2.1186,Transitional,Clay,100
Well-11,0.7564,1.9833,1222.8,105.7174,2.6974,0.41021,2.0647,Transitional,Coal,1000
Well-11,0.7564,1.9833,1222.9,101.8396,2.6914,0.40676,1.959,Transitional,Clay,100
Well-11,0.7564,1.9833,1223.0,99.0327,2.7475,0.40392,1.8408,Transitional,Coal,1000
Well-11,0.7564,1.9833,1223.1,97.747,2.8510000000000004,0.40675,1.7488,Transitional,Coal,1000
Well-11,0.7564,1.9833,1223.2,97.8887,2.9882,0.4194600000000001,1.7239,Transitional,Coal,1000
Well-11,0.7564,1.9833,1223.3,98.8915,3.0775,0.42855,1.744,Transitional,Coal,1000
Well-11,0.7564,1.9833,1223.4,100.29,3.1478,0.43019,1.777,Transitional,Coal,1000
Well-11,0.7564,1.9833,1223.5,101.3402,3.2502,0.40602,1.8347,Transitional,Coal,1000
Well-11,0.7564,1.9833,1223.6,101.5122,3.3721,0.37297,1.937,Transitional,Coal,1000
Well-11,0.7564,1.9833,1223.7,100.6495,3.5094,0.35299,2.0592,Transitional,Marl,300
Well-11,0.7564,1.9833,1223.8,98.835,3.6213,0.34943,2.1689,Transitional,Marl,300
Well-11,0.7564,1.9833,1223.9,96.4243,3.7974,0.35334,2.2425,Transitional,Marl,300
Well-11,0.7564,1.9833,1224.0,93.7072,4.0976,0.33601,2.2698,Transitional,Marl,300
Well-11,0.7564,1.9833,1224.1,90.984,4.2754,0.31407,2.2717,Transitional,Marl,300
Well-11,0.7564,1.9833,1224.2,88.473,4.2495,0.29788000000000003,2.2528,Transitional,Marl,300
Well-11,0.7564,1.9833,1224.3,86.6497,4.1805,0.29291,2.2171,Transitional,Sandstone,600
Well-11,0.7564,1.9833,1224.4,85.7955,4.0912,0.29446,2.1887,Transitional,Sandstone,600
Well-11,0.7564,1.9833,1224.5,86.0594,4.0153,0.29869,2.1867,Transitional,Sandstone,600
Well-11,0.7564,1.9833,1224.6,87.7167,3.9258,0.30954,2.2129,Transitional,Clay sandstone,500
Well-11,0.7564,1.9833,1224.7,90.6538,3.8017,0.31661,2.2432,Transitional,Clay,100
Well-11,0.7564,1.9833,1224.8,94.5305,3.6861,0.3196,2.2724,Transitional,Clay,100
Well-11,0.7564,1.9833,1224.9,98.9223,3.6121,0.31812,2.2794,Transitional,Clay,100
Well-11,0.7564,1.9833,1225.0,103.3546,3.6188,0.33319,2.256,Transitional,Clay,100
Well-11,0.7564,1.9833,1225.1,107.0588,3.6099,0.36184,2.1975,Transitional,Clay,100
Well-11,0.7564,1.9833,1225.2,109.3503,3.582,0.39141,2.1281,Transitional,Coal,1000
Well-11,0.7564,1.9833,1225.3,109.6515,3.5552,0.40419,2.0698,Transitional,Coal,1000
Well-11,0.7564,1.9833,1225.4,107.5828,3.5667,0.39342,2.0556,Transitional,Coal,1000
Well-11,0.7564,1.9833,1225.5,103.189,3.7377,0.363,2.0839,Transitional,Coal,1000
Well-11,0.7564,1.9833,1225.6,96.8061,3.9956,0.32037,2.1331,Transitional,Clay,100
Well-11,0.7564,1.9833,1225.7,89.6028,4.1547,0.28654,2.1649,Transitional,Sandstone,600
Well-11,0.7564,1.9833,1225.8,82.9057,4.3007,0.26841,2.1705,Transitional,Tight,800
Well-11,0.7564,1.9833,1225.9,77.6156,4.5216,0.26754,2.1763,Transitional,Clay sandstone,500
Well-11,0.7564,1.9833,1226.0,74.0319,4.7793,0.26588,2.1883,Transitional,Sandstone,600
Well-11,0.7564,1.9833,1226.1,72.1461,4.9673,0.26448,2.1964,Transitional,Sandstone,600
Well-11,0.7564,1.9833,1226.2,71.6937,5.0179,0.26321,2.1801,Transitional,Sandstone,600
Well-11,0.7564,1.9833,1226.3,72.8236,4.9668,0.2658,2.1494,Transitional,Sandstone,600
Well-11,0.7564,1.9833,1226.4,75.2068,4.8199,0.27067,2.14,Transitional,Sandstone,600
Well-11,0.7564,1.9833,1226.5,78.3968,4.6028,0.28374,2.1596,Transitional,Sandstone,600
Well-11,0.7564,1.9833,1226.6,81.9151,4.3904,0.30731,2.2006,Transitional,Clay sandstone,500
Well-11,0.7564,1.9833,1226.7,85.1898,4.2282,0.33448,2.237,Transitional,Clay sandstone,500
Well-11,0.7564,1.9833,1226.8,87.7584,4.1385,0.35246,2.2701,Transitional,Sandy marl,1300
Well-11,0.7564,1.9833,1226.9,89.3758,4.1192,0.35342,2.2836,Transitional,Sandy marl,1300
Well-11,0.7564,1.9833,1227.0,90.0993,4.1195,0.34036,2.2773,Transitional,Clay,100
Well-11,0.7564,1.9833,1227.1,90.1157,4.1259,0.32231,2.2657,Transitional,Clay,100
Well-11,0.7564,1.9833,1227.2,89.7944,4.1652,0.31032,2.2628,Transitional,Sandy marl,1300
Well-11,0.7564,1.9833,1227.3,89.5607,4.2535,0.3064,2.2654,Transitional,Sandstone,600
Well-11,0.7564,1.9833,1227.4,89.2719,4.3728,0.30868,2.2663,Transitional,Sandy marl,1300
Well-11,0.7564,1.9833,1227.5,89.1826,4.5562,0.30338000000000004,2.2709,Transitional,Sandy marl,1300
Well-11,0.7564,1.9833,1227.6,88.9755,4.8455,0.29382,2.2851,Transitional,Sandy marl,1300
Well-11,0.7564,1.9833,1227.7,88.1857,5.176,0.28388,2.2949,Transitional,Sandy marl,1300
Well-11,0.7564,1.9833,1227.8,86.7265,5.4806,0.27915,2.2869,Transitional,Sandy marl,1300
Well-11,0.7564,1.9833,1227.9,84.6343,5.8444,0.27945,2.2713,Transitional,Sandy marl,1300
Well-11,0.7564,1.9833,1228.0,82.1877,6.3119,0.27892,2.2518,Transitional,Sandy marl,1300
Well-11,0.7564,1.9833,1228.1,79.6949,6.9552,0.27845,2.2284,Transitional,Clay sandstone,500
Well-11,0.7564,1.9833,1228.2,77.3891,7.4281,0.27791,2.2036,Transitional,Clay sandstone,500
Well-11,0.7564,1.9833,1228.3,75.649,7.5021,0.27979,2.1875,Transitional,Sandstone,600
Well-11,0.7564,1.9833,1228.4,74.749,7.2884,0.28506,2.1766,Transitional,Sandstone,600
Well-11,0.7564,1.9833,1228.5,74.8303,6.9304,0.29711,2.1637,Transitional,Sandstone,600
Well-11,0.7564,1.9833,1228.6,75.6891,6.6309,0.30905,2.1436,Transitional,Clay sandstone,500
Well-11,0.7564,1.9833,1228.7,77.1433,6.3196,0.31296,2.1341,Transitional,Clay sandstone,500
Well-11,0.7564,1.9833,1228.8,79.074,5.9641,0.30774,2.1317,Transitional,Sandstone,600
Well-11,0.7564,1.9833,1228.9,81.1298,5.5804,0.29771,2.1497,Transitional,Sandstone,600
Well-11,0.7564,1.9833,1229.0,82.9444,5.4071,0.30031,2.1812,Transitional,Clay sandstone,500
Well-11,0.7564,1.9833,1229.1,84.405,5.4623,0.31627,2.2064,Transitional,Clay sandstone,500
Well-11,0.7564,1.9833,1229.2,85.6469,5.5891,0.3332,2.2092,Transitional,Clay sandstone,500
Well-11,0.7564,1.9833,1229.3,86.7946,5.7472,0.33987,2.2088,Transitional,Clay sandstone,500
Well-11,0.7564,1.9833,1229.4,87.2915,5.9413,0.33449,2.2078,Transitional,Clay sandstone,500
Well-11,0.7564,1.9833,1229.5,86.897,6.1770000000000005,0.32924000000000003,2.1971,Transitional,Clay sandstone,500
Well-11,0.7564,1.9833,1229.6,85.5849,6.4746,0.32019000000000003,2.1722,Transitional,Clay sandstone,500
Well-11,0.7564,1.9833,1229.7,83.469,6.928,0.30924,2.1521,Transitional,Clay sandstone,500
Well-11,0.7564,1.9833,1229.8,80.8525,7.1766,0.29825,2.1415,Transitional,Clay sandstone,500
Well-11,0.7564,1.9833,1229.9,78.19,7.1065,0.29473,2.1336,Transitional,Clay sandstone,500
Well-11,0.7564,1.9833,1230.0,75.8072,7.1928,0.29723,2.1283,Transitional,Clay sandstone,500
Well-11,0.7564,1.9833,1230.1,74.0034,7.1335,0.30618,2.1204,Transitional,Sandstone,600
Well-11,0.7564,1.9833,1230.2,72.8638,6.775,0.31476,2.1031,Transitional,Sandstone,600
Well-11,0.7564,1.9833,1230.3,72.4614,6.1484,0.32152,2.0846,Transitional,Sandstone,600
Well-11,0.7564,1.9833,1230.4,72.858,5.4921,0.32009,2.0783,Transitional,Sandstone,600
Well-11,0.7564,1.9833,1230.5,74.3088,4.8626,0.32681,2.0862,Transitional,Sandstone,600
Well-11,0.7564,1.9833,1230.6,76.7,4.4707,0.34342,2.1062,Transitional,Sandstone,600
Well-11,0.7564,1.9833,1230.7,79.9395,4.3478,0.354,2.1299,Transitional,Clay sandstone,500
Well-11,0.7564,1.9833,1230.8,83.4936,4.3177,0.35443,2.1855,Transitional,Clay sandstone,500
Well-11,0.7564,1.9833,1230.9,86.8667,4.3535,0.34483,2.1889,Transitional,Clay sandstone,500
Well-11,0.7564,1.9833,1231.0,89.3008,4.3794,0.34914,2.142,Transitional,Clay sandstone,500
Well-11,0.7564,1.9833,1231.1,90.5201,4.3492,0.35787,2.0953,Transitional,Clay,100
Well-11,0.7564,1.9833,1231.2,90.4156,4.3155,0.37039,2.1378,Transitional,Clay,100
Well-11,0.7564,1.9833,1231.3,89.3777,4.2204,0.38116,2.2344,Transitional,Clay sandstone,500
Well-11,0.7564,1.9833,1231.4,87.9554,4.0373,0.38428,2.2806,Transitional,Sandy marl,1300
Well-11,0.7564,1.9833,1231.5,86.5061,3.9188,0.37056,2.2736,Transitional,Sandy marl,1300
Well-11,0.7564,1.9833,1231.6,85.3363,3.9999,0.34127,2.2525,Transitional,Sandy marl,1300
Well-11,0.7564,1.9833,1231.7,84.7905,4.1901,0.31254,2.2378,Transitional,Clay sandstone,500
Well-11,0.7564,1.9833,1231.8,84.5805,4.4763,0.29944,2.216,Transitional,Clay sandstone,500
Well-11,0.7564,1.9833,1231.9,84.6382,4.6818,0.30489,2.2044,Transitional,Clay sandstone,500
Well-11,0.7564,1.9833,1232.0,84.5263,4.6748,0.32293,2.2156,Transitional,Clay sandstone,500
Well-11,0.7564,1.9833,1232.1,84.1284,4.5345,0.34555,2.2487,Transitional,Sandy marl,1300
Well-11,0.7564,1.9833,1232.2,83.59100000000002,4.3548,0.35748,2.28,Transitional,Sandy marl,1300
Well-11,0.7564,1.9833,1232.3,83.0075,4.101,0.3652,2.3104,Transitional,Sandy marl,1300
Well-11,0.7564,1.9833,1232.4,82.3553,3.7158,0.36645,2.3329,Transitional,Clay marl,400
Well-11,0.7564,1.9833,1232.5,82.1547,3.3211,0.3883,2.3313,Transitional,Clay marl,400
Well-11,0.7564,1.9833,1232.6,83.1839,3.0339,0.42844,2.2891,Transitional,Sandy marl,1300
Well-11,0.7564,1.9833,1232.7,85.2637,2.8527,0.46662,2.2264,Transitional,Clay sandstone,500
Well-11,0.7564,1.9833,1232.8,88.2715,2.7564,0.48998,2.185,Transitional,Clay sandstone,500
Well-11,0.7564,1.9833,1232.9,91.8681,2.6571,0.48702,2.1112,Transitional,Clay,100
Well-11,0.7564,1.9833,1233.0,95.4299,2.4791,0.48714,1.9973,Transitional,Clay,100
Well-11,0.7564,1.9833,1233.1,98.5266,2.3578,0.47861,1.8585,Transitional,Coal,1000
Well-11,0.7564,1.9833,1233.2,100.9633,2.3244,0.46417,1.7594,Transitional,Coal,1000
Well-11,0.7564,1.9833,1233.3,102.649,2.3434,0.44953,1.7124,Transitional,Coal,1000
Well-11,0.7564,1.9833,1233.4,103.7382,2.4208,0.44322,1.7328,Transitional,Coal,1000
Well-11,0.7564,1.9833,1233.5,104.45,2.5887,0.42996,1.8122,Transitional,Coal,1000
Well-11,0.7564,1.9833,1233.6,104.8029,2.8931,0.4009,1.9113,Transitional,Coal,1000
Well-11,0.7564,1.9833,1233.7,104.9018,3.3687,0.37998,1.9849,Transitional,Coal,1000
Well-11,0.7564,1.9833,1233.8,104.7666,3.9336,0.37199,2.0322,Transitional,Coal,1000
Well-11,0.7564,1.9833,1233.9,104.0035,4.3055,0.37287,2.0857,Transitional,Coal,1000
Well-11,0.7564,1.9833,1234.0,102.9004,4.6506,0.35368,2.1309,Transitional,Coal,1000
Well-11,0.7564,1.9833,1234.1,101.6782,5.1293,0.32927,2.1729,Transitional,Coal,1000
Well-11,0.7564,1.9833,1234.2,100.3801,5.7232,0.3107,2.2071,Transitional,Clay,100
Well-11,0.7564,1.9833,1234.3,99.3726,6.3542,0.30437,2.2109,Transitional,Clay,100
Well-11,0.7564,1.9833,1234.4,98.4555,7.1017,0.30978,2.188,Transitional,Clay,100
Well-11,0.7564,1.9833,1234.5,97.5356,8.1558,0.31455,2.1536,Transitional,Clay,100
Well-11,0.7564,1.9833,1234.6,96.297,9.5234,0.31973,2.136,Transitional,Coal,1000
Well-11,0.7564,1.9833,1234.7,94.5478,10.7221,0.32249,2.1342,Transitional,Clay,100
Well-11,0.7564,1.9833,1234.8,92.5145,11.6593,0.32299,2.1376,Transitional,Coal,1000
Well-11,0.7564,1.9833,1234.9,90.6166,12.3656,0.32056,2.1394,Transitional,Sandstone,600
Well-11,0.7564,1.9833,1235.0,89.2392,12.755,0.31302,2.1343,Transitional,Clay sandstone,500
Well-11,0.7564,1.9833,1235.1,88.5077,12.39,0.30591,2.1235,Transitional,Sandstone,600
Well-11,0.7564,1.9833,1235.2,88.4678,11.7615,0.30612,2.1131,Transitional,Sandstone,600
Well-11,0.7564,1.9833,1235.3,89.0582,11.1632,0.31212,2.1073,Transitional,Clay sandstone,500
Well-11,0.7564,1.9833,1235.4,89.5385,10.6554,0.31832,2.1061,Transitional,Clay sandstone,500
Well-11,0.7564,1.9833,1235.5,89.7845,10.2706,0.31605,2.1053,Transitional,Clay sandstone,500
Well-11,0.7564,1.9833,1235.6,89.2931,10.3638,0.30799,2.0957,Transitional,Clay sandstone,500
Well-11,0.7564,1.9833,1235.7,88.2731,10.9375,0.29976,2.0721,Transitional,Sandstone,600
Well-11,0.7564,1.9833,1235.8,86.7646,11.7298,0.29294000000000003,2.0422,Transitional,Sandstone,600
Well-11,0.7564,1.9833,1235.9,84.9743,12.7122,0.28845,2.0247,Transitional,Sandstone,600
Well-11,0.7564,1.9833,1236.0,83.4631,13.6871,0.27971,2.0231,Transitional,Sandstone,600
Well-11,0.7564,1.9833,1236.1,82.2039,15.336,0.27255,2.0274,Transitional,Sandstone,600
Well-11,0.7564,1.9833,1236.2,81.1758,18.0168,0.27116,2.0254,Transitional,Sandstone,600
Well-11,0.7564,1.9833,1236.3,80.1189,20.8914,0.27331,2.0175,Transitional,Sandstone,600
Well-11,0.7564,1.9833,1236.4,78.8057,22.1323,0.27228,2.0263,Transitional,Sandstone,600
Well-11,0.7564,1.9833,1236.5,77.1882,22.3829,0.25699,2.0612,Transitional,Clay sandstone,500
Well-11,0.7564,1.9833,1236.6,75.2982,23.4016,0.23706,2.1362,Transitional,Sandstone,600
Well-11,0.7564,1.9833,1236.7,73.3468,24.0363,0.22148,2.2078,Transitional,Sandstone,600
Well-11,0.7564,1.9833,1236.8,71.8513,23.2436,0.21696,2.2484,Transitional,Sandy marl,1300
Well-11,0.7564,1.9833,1236.9,71.2959,21.4795,0.22004,2.2074,Transitional,Sandstone,600
Well-11,0.7564,1.9833,1237.0,71.3427,20.3302,0.23073,2.1178,Transitional,Sandstone,600
Well-11,0.7564,1.9833,1237.1,71.775,20.0937,0.25289,2.0289,Transitional,Sandstone,600
Well-11,0.7564,1.9833,1237.2,72.6503,19.6384,0.27257,1.9789,Transitional,Sandstone,600
Well-11,0.7564,1.9833,1237.3,73.8397,17.4917,0.28417,1.9654,Transitional,Sandstone,600
Well-11,0.7564,1.9833,1237.4,75.2942,15.2383,0.28217,1.9665,Transitional,Clay sandstone,500
Well-11,0.7564,1.9833,1237.5,76.9634,14.6081,0.28207,1.978,Transitional,Clay sandstone,500
Well-11,0.7564,1.9833,1237.6,78.7059,14.6319,0.28395,1.9929,Transitional,Sandstone,600
Well-11,0.7564,1.9833,1237.7,80.1627,14.5327,0.28676,2.0042,Transitional,Sandstone,600
Well-11,0.7564,1.9833,1237.8,81.2949,13.8046,0.29017,2.0113,Transitional,Sandstone,600
Well-11,0.7564,1.9833,1237.9,81.6209,12.2087,0.29361,2.0241,Transitional,Sandstone,600
Well-11,0.7564,1.9833,1238.0,81.3317,11.2903,0.30456,2.0396,Transitional,Sandstone,600
Well-11,0.7564,1.9833,1238.1,80.5845,11.0174,0.32355,2.0541,Transitional,Clay sandstone,500
Well-11,0.7564,1.9833,1238.2,79.5988,10.4678,0.34218000000000004,2.063,Transitional,Sandstone,600
Well-11,0.7564,1.9833,1238.3,78.9227,9.6101,0.35417,2.0662,Transitional,Sandstone,600
Well-11,0.7564,1.9833,1238.4,78.752,8.9845,0.35626,2.0644,Transitional,Sandstone,600
Well-11,0.7564,1.9833,1238.5,79.1642,8.594,0.3607800000000001,2.0599,Transitional,Clay sandstone,500
Well-11,0.7564,1.9833,1238.6,80.107,8.3528,0.37069,2.0555,Transitional,Clay sandstone,500
Well-11,0.7564,1.9833,1238.7,81.1611,8.1363,0.37911,2.0544,Transitional,Clay sandstone,500
Well-11,0.7564,1.9833,1238.8,82.2625,7.6063,0.38011,2.0732,Transitional,Clay sandstone,500
Well-11,0.7564,1.9833,1238.9,83.32799999999997,6.9726,0.37007,2.1056,Transitional,Clay sandstone,500
Well-11,0.7564,1.9833,1239.0,84.8099,6.4096,0.35982,2.1375,Transitional,Clay sandstone,500
Well-11,0.7564,1.9833,1239.1,86.8392,5.9257,0.35187,2.1588,Transitional,Clay sandstone,500
Well-11,0.7564,1.9833,1239.2,89.6414,5.5248,0.3459,2.1711,Transitional,Clay sandstone,500
Well-11,0.7564,1.9833,1239.3,93.0218,5.1493,0.3395,2.1704,Transitional,Coal,1000
Well-11,0.7564,1.9833,1239.4,96.6045,4.8562,0.33232,2.1717,Transitional,Coal,1000
Well-11,0.7564,1.9833,1239.5,100.1409,4.703,0.32833,2.1827,Transitional,Coal clay,1100
Well-11,0.7564,1.9833,1239.6,103.06,4.6242,0.33172,2.2094,Transitional,Coal clay,1100
Well-11,0.7564,1.9833,1239.7,105.277,4.5114,0.33986,2.2297,Transitional,Coal clay,1100
Well-11,0.7564,1.9833,1239.8,107.1862,4.2726,0.3482,2.238,Transitional,Coal clay,1100
Well-11,0.7564,1.9833,1239.9,108.9767,3.9624,0.35439,2.2453,Transitional,Clay,100
Well-11,0.7564,1.9833,1240.0,111.0917,3.7167,0.36627,2.2467,Transitional,Clay,100
Well-11,0.7564,1.9833,1240.1,113.9112,3.6283,0.38469,2.2442,Transitional,Clay,100
Well-11,0.7564,1.9833,1240.2,117.6316,3.5756,0.39566,2.2389,Transitional,Clay,100
Well-11,0.7564,1.9833,1240.3,122.2924,3.5303,0.39859,2.2352,Transitional,Clay,100
Well-11,0.7564,1.9833,1240.4,127.5313,3.5091,0.39928,2.216,Transitional,Clay,100
Well-11,0.7564,1.9833,1240.5,132.649,3.5317,0.4437100000000001,2.1757,Transitional,Clay,100
Well-11,0.7564,1.9833,1240.6,136.694,3.5848,0.53589,2.0824,Transitional,Coal,1000
Well-11,0.7564,1.9833,1240.7,138.8098,3.6302,0.6229,1.9501,Transitional,Coal,1000
Well-11,0.7564,1.9833,1240.8,138.5005,3.6432,0.67738,1.8302,Transitional,Coal,1000
Well-11,0.7564,1.9833,1240.9,135.9504,3.4912,0.68575,1.7086,Transitional,Coal clay,1100
Well-11,0.7564,1.9833,1241.0,131.8,3.3241,0.69347,1.5902,Transitional,Coal clay,1100
Well-11,0.7564,1.9833,1241.1,127.0544,3.2795,0.67856,1.4672,Transitional,Coal clay,1100
Well-11,0.7564,1.9833,1241.2,122.759,3.3357,0.66893,1.3994,Transitional,Coal clay,1100
Well-11,0.7564,1.9833,1241.3,119.8291,3.4068,0.65104,1.3815,Transitional,Coal,1000
Well-11,0.7564,1.9833,1241.4,118.6007,3.4989,0.64053,1.4557,Transitional,Coal,1000
Well-11,0.7564,1.9833,1241.5,118.9143,3.6525,0.59195,1.6092,Transitional,Coal,1000
Well-11,0.7564,1.9833,1241.6,120.1271,3.7992,0.52472,1.8055,Transitional,Coal,1000
Well-11,0.7564,1.9833,1241.7,121.4377,3.7846,0.46865,1.9704,Transitional,Clay,100
Well-11,0.7564,1.9833,1241.8,121.9333,3.6719,0.44317,2.0641,Transitional,Coal,1000
Well-11,0.7564,1.9833,1241.9,121.0791,3.5117,0.44772,2.1139,Transitional,Coal,1000
Well-11,0.7564,1.9833,1242.0,119.1869,3.4123,0.47069,2.1043,Transitional,Coal,1000
Well-11,0.7564,1.9833,1242.1,116.8372,3.4131,0.52053,2.0384,Transitional,Coal,1000
Well-11,0.7564,1.9833,1242.2,114.6288,3.404,0.56084,1.932,Transitional,Coal,1000
Well-11,0.7564,1.9833,1242.3,112.9514,3.3838,0.57176,1.8407,Transitional,Coal,1000
Well-11,0.7564,1.9833,1242.4,111.6668,3.3616,0.54581,1.8037,Transitional,Coal,1000
Well-11,0.7564,1.9833,1242.5,110.2936,3.3951,0.50825,1.8139,Transitional,Coal,1000
Well-11,0.7564,1.9833,1242.6,108.444,3.4965,0.46057,1.86,Transitional,Coal,1000
Well-11,0.7564,1.9833,1242.7,106.058,3.5039,0.42525,1.9425,Transitional,Coal,1000
Well-11,0.7564,1.9833,1242.8,103.2349,3.4623,0.40384,2.0288,Transitional,Coal,1000
Well-11,0.7564,1.9833,1242.9,100.3893,3.4314,0.39917,2.1126,Transitional,Coal,1000
Well-11,0.7564,1.9833,1243.0,97.8761,3.4487,0.38279,2.1841,Transitional,Clay,100
Well-11,0.7564,1.9833,1243.1,95.7518,3.4774,0.3652,2.2464,Transitional,Clay,100
Well-11,0.7564,1.9833,1243.2,94.1853,3.5034,0.35491,2.2754,Transitional,Clay,100
Well-11,0.7564,1.9833,1243.3,93.2756,3.564,0.35206,2.2855,Transitional,Clay,100
Well-11,0.7564,1.9833,1243.4,92.6571,3.6675,0.35406,2.2948,Transitional,Clay,100
Well-11,0.7564,1.9833,1243.5,92.0942,3.7925,0.34231,2.2938,Transitional,Clay,100
Well-11,0.7564,1.9833,1243.6,91.5899,3.8822,0.3231,2.282,Transitional,Clay,100
Well-11,0.7564,1.9833,1243.7,91.0442,3.9103,0.30749,2.2702,Transitional,Clay,100
